LOC_ID                          OBSERVED            EXPECTED            ODE                 REL_RISK            
location31641 et al             12                  7.21                1.66                1.67                
location31685 et al             5                   7.21                0.69                0.69                
location31729 et al             11                  7.21                1.53                1.53                
location3174 et al              16                  7.54                2.12                2.12                
location31773 et al             10                  8.36                1.20                1.20                
location31824 et al             15                  7.54                1.99                1.99                
location31870 et al             8                   6.39                1.25                1.25                
location31909 et al             5                   4.43                1.13                1.13                
location31936 et al             2                   2.29                0.87                0.87                
location31950 et al             6                   6.06                0.99                0.99                
location31987 et al             10                  7.54                1.33                1.33                
location32033 et al             14                  7.87                1.78                1.78                
location32081 et al             0                   8.20                0                   0                   
location32131 et al             5                   6.72                0.74                0.74                
location32172 et al             2                   5.41                0.37                0.37                
location3220 et al              6                   7.54                0.80                0.80                
location32205 et al             3                   5.25                0.57                0.57                
location32237 et al             5                   5.25                0.95                0.95                
location32269 et al             4                   7.21                0.55                0.55                
location32313 et al             4                   8.20                0.49                0.49                
location32363 et al             11                  6.56                1.68                1.68                
location32394 et al             1                   4.75                0.21                0.21                
location32423 et al             0                   2.46                0                   0                   
location32438 et al             12                  7.05                1.70                1.70                
location32481 et al             9                   7.05                1.28                1.28                
location32524 et al             14                  7.05                1.99                1.99                
location32567 et al             3                   7.05                0.43                0.43                
location32610 et al             0                   7.05                0                   0                   
location32653 et al             8                   7.05                1.14                1.14                
location32696 et al             5                   6.88                0.73                0.73                
location32738 et al             4                   7.05                0.57                0.57                
location32781 et al             3                   3.93                0.76                0.76                
location32805 et al             14                  6.56                2.14                2.14                
location32845 et al             8                   7.05                1.14                1.14                
location32888 et al             2                   4.92                0.41                0.41                
location32918 et al             7                   6.72                1.04                1.04                
location32959 et al             4                   6.23                0.64                0.64                
location32997 et al             7                   6.88                1.02                1.02                
location330 et al               10                  6.88                1.45                1.45                
location33039 et al             10                  7.87                1.27                1.27                
location3304 et al              12                  7.54                1.59                1.59                
location33087 et al             5                   7.21                0.69                0.69                
location33131 et al             1                   6.72                0.15                0.15                
location33172 et al             8                   7.05                1.14                1.14                
location33215 et al             6                   6.88                0.87                0.87                
location33257 et al             16                  7.05                2.27                2.27                
location33287 et al             6                   5.41                1.11                1.11                
location33317 et al             2                   1.97                1.02                1.02                
location33329 et al             2                   6.23                0.32                0.32                
location33367 et al             12                  6.23                1.93                1.93                
location33405 et al             14                  7.38                1.90                1.90                
location33450 et al             4                   8.36                0.48                0.48                
location3350 et al              11                  7.38                1.49                1.49                
location33501 et al             2                   6.88                0.29                0.29                
location33543 et al             12                  6.56                1.83                1.83                
location33583 et al             6                   7.54                0.80                0.80                
location33629 et al             6                   7.54                0.80                0.80                
location33675 et al             1                   6.88                0.15                0.15                
location33717 et al             13                  6.39                2.03                2.04                
location33756 et al             14                  8.52                1.64                1.64                
location33808 et al             9                   5.90                1.53                1.53                
location33844 et al             4                   4.26                0.94                0.94                
location33870 et al             6                   7.05                0.85                0.85                
location33913 et al             11                  6.56                1.68                1.68                
location3395 et al              8                   8.52                0.94                0.94                
location33953 et al             16                  7.70                2.08                2.08                
location34000 et al             11                  7.87                1.40                1.40                
location34048 et al             0                   4.59                0                   0                   
location34067 et al             11                  7.05                1.56                1.56                
location34110 et al             2                   7.87                0.25                0.25                
location34158 et al             5                   14.59               0.34                0.34                
location34205 et al             13                  8.52                1.53                1.53                
location34257 et al             4                   2.79                1.44                1.44                
location34274 et al             1                   2.62                0.38                0.38                
location34290 et al             12                  6.88                1.74                1.74                
location34332 et al             1                   2.62                0.38                0.38                
location34348 et al             7                   7.05                0.99                0.99                
location34359 et al             6                   7.87                0.76                0.76                
location34407 et al             1                   2.62                0.38                0.38                
location34423 et al             6                   6.88                0.87                0.87                
location34465 et al             5                   6.88                0.73                0.73                
location3447 et al              13                  6.56                1.98                1.98                
location34507 et al             1                   5.25                0.19                0.19                
location34539 et al             0                   0.98                0                   0                   
location34545 et al             4                   8.20                0.49                0.49                
location34595 et al             15                  7.38                2.03                2.04                
location34640 et al             4                   3.44                1.16                1.16                
location34661 et al             16                  6.88                2.32                2.33                
location34703 et al             6                   7.21                0.83                0.83                
location34747 et al             6                   2.79                2.15                2.15                
location34806 et al             7                   6.88                1.02                1.02                
location34848 et al             5                   7.54                0.66                0.66                
location3487 et al              7                   7.70                0.91                0.91                
location34885 et al             14                  7.54                1.86                1.86                
location34931 et al             0                   0.33                0                   0                   
location34933 et al             3                   6.23                0.48                0.48                
location34971 et al             18                  7.54                2.39                2.39                
location35017 et al             12                  7.54                1.59                1.59                
location35063 et al             11                  7.21                1.53                1.53                
location35107 et al             8                   7.38                1.08                1.08                
location35189 et al             0                   2.95                0                   0                   
location35207 et al             5                   6.39                0.78                0.78                
location35246 et al             9                   6.56                1.37                1.37                
location35286 et al             7                   5.41                1.29                1.29                
location35319 et al             4                   3.77                1.06                1.06                
location3534 et al              13                  7.54                1.72                1.73                
location35342 et al             5                   9.51                0.53                0.53                
location35381 et al             9                   7.05                1.28                1.28                
location35424 et al             1                   7.38                0.14                0.14                
location35469 et al             5                   7.54                0.66                0.66                
location35515 et al             4                   8.36                0.48                0.48                
location35566 et al             19                  7.38                2.58                2.58                
location35611 et al             15                  6.72                2.23                2.23                
location35652 et al             0                   3.93                0                   0                   
location35676 et al             8                   7.38                1.08                1.08                
location35721 et al             10                  7.38                1.36                1.36                
location35766 et al             9                   7.05                1.28                1.28                
location3580 et al              7                   7.54                0.93                0.93                
location35809 et al             10                  7.38                1.36                1.36                
location35854 et al             3                   5.74                0.52                0.52                
location35889 et al             10                  8.20                1.22                1.22                
location35930 et al             5                   5.08                0.98                0.98                
location35961 et al             6                   7.05                0.85                0.85                
location36004 et al             6                   8.36                0.72                0.72                
location36055 et al             6                   8.03                0.75                0.75                
location36104 et al             10                  8.20                1.22                1.22                
location36154 et al             6                   8.20                0.73                0.73                
location36204 et al             8                   8.03                1.00                1.00                
location36253 et al             12                  7.05                1.70                1.70                
location3626 et al              17                  8.52                1.99                2.00                
location36296 et al             6                   7.54                0.80                0.80                
location36342 et al             5                   8.03                0.62                0.62                
location36391 et al             14                  7.87                1.78                1.78                
location36439 et al             0                   7.54                0                   0                   
location36485 et al             5                   7.87                0.64                0.64                
location36533 et al             11                  7.87                1.40                1.40                
location36581 et al             0                   6.23                0                   0                   
location36619 et al             2                   4.10                0.49                0.49                
location36644 et al             0                   6.72                0                   0                   
location36685 et al             2                   8.52                0.23                0.23                
location36737 et al             7                   8.36                0.84                0.84                
location36779 et al             5                   5.90                0.85                0.85                
location3678 et al              18                  7.54                2.39                2.39                
location36815 et al             9                   7.05                1.28                1.28                
location36858 et al             1                   3.77                0.27                0.27                
location36881 et al             3                   7.38                0.41                0.41                
location36926 et al             14                  8.36                1.67                1.68                
location36977 et al             5                   2.79                1.79                1.79                
location36994 et al             18                  8.03                2.24                2.24                
location37043 et al             4                   6.06                0.66                0.66                
location37080 et al             9                   6.88                1.31                1.31                
location37122 et al             3                   7.87                0.38                0.38                
location37170 et al             8                   7.87                1.02                1.02                
location37218 et al             4                   6.88                0.58                0.58                
location3724 et al              13                  7.54                1.72                1.73                
location37260 et al             5                   6.88                0.73                0.73                
location37302 et al             2                   6.72                0.30                0.30                
location37343 et al             7                   8.20                0.85                0.85                
location37393 et al             3                   8.36                0.36                0.36                
location37444 et al             3                   5.74                0.52                0.52                
location37479 et al             2                   8.52                0.23                0.23                
location37531 et al             5                   8.20                0.61                0.61                
location37581 et al             13                  7.54                1.72                1.73                
location37627 et al             14                  8.36                1.67                1.68                
location37664 et al             3                   6.06                0.49                0.49                
location37701 et al             9                   8.20                1.10                1.10                
location37751 et al             9                   6.88                1.31                1.31                
location37793 et al             9                   8.03                1.12                1.12                
location37842 et al             3                   2.79                1.08                1.08                
location37859 et al             5                   8.36                0.60                0.60                
location37910 et al             2                   6.23                0.32                0.32                
location37948 et al             0                   3.77                0                   0                   
location37971 et al             5                   3.28                1.53                1.53                
location37991 et al             1                   4.92                0.20                0.20                
location38021 et al             4                   6.88                0.58                0.58                
location3807 et al              3                   7.54                0.40                0.40                
location38082 et al             2                   6.56                0.31                0.30                
location38122 et al             2                   6.72                0.30                0.30                
location38163 et al             6                   6.88                0.87                0.87                
location38205 et al             7                   6.88                1.02                1.02                
location38247 et al             0                   2.62                0                   0                   
location38263 et al             3                   6.88                0.44                0.44                
location38305 et al             4                   5.25                0.76                0.76                
location38337 et al             4                   8.36                0.48                0.48                
location38388 et al             5                   6.06                0.82                0.82                
location38425 et al             19                  5.90                3.22                3.23                
location38461 et al             2                   6.88                0.29                0.29                
location38503 et al             10                  7.87                1.27                1.27                
location3853 et al              3                   6.39                0.47                0.47                
location38551 et al             1                   7.87                0.13                0.13                
location38599 et al             9                   7.70                1.17                1.17                
location386 et al               1                   0.33                3.05                3.05                
location38646 et al             1                   3.77                0.27                0.27                
location38669 et al             17                  7.87                2.16                2.16                
location38717 et al             5                   8.03                0.62                0.62                
location38766 et al             3                   7.05                0.43                0.43                
location38809 et al             7                   8.36                0.84                0.84                
location38901 et al             11                  6.88                1.60                1.60                
location38902 et al             6                   6.88                0.87                0.87                
location3892 et al              1                   3.61                0.28                0.28                
location38985 et al             5                   5.74                0.87                0.87                
location39020 et al             7                   5.25                1.33                1.33                
location39052 et al             9                   5.74                1.57                1.57                
location39113 et al             1                   0.49                2.03                2.03                
location39116 et al             5                   0.98                5.08                5.09                
location39122 et al             2                   4.92                0.41                0.41                
location3914 et al              10                  7.38                1.36                1.36                
location39152 et al             3                   4.75                0.63                0.63                
location39181 et al             3                   5.57                0.54                0.54                
location39215 et al             3                   3.61                0.83                0.83                
location39237 et al             8                   4.75                1.68                1.68                
location39266 et al             0                   4.75                0                   0                   
location39295 et al             5                   4.75                1.05                1.05                
location39324 et al             7                   5.74                1.22                1.22                
location39359 et al             11                  5.74                1.92                1.92                
location39394 et al             8                   4.75                1.68                1.68                
location39423 et al             1                   4.59                0.22                0.22                
location39451 et al             6                   4.59                1.31                1.31                
location39479 et al             6                   4.75                1.26                1.26                
location39508 et al             2                   5.57                0.36                0.36                
location39542 et al             3                   5.57                0.54                0.54                
location39576 et al             5                   4.59                1.09                1.09                
location3959 et al              13                  6.88                1.89                1.89                
location39604 et al             0                   0.33                0                   0                   
location39606 et al             0                   2.95                0                   0                   
location39624 et al             5                   4.43                1.13                1.13                
location39651 et al             5                   4.26                1.17                1.17                
location39677 et al             6                   4.26                1.41                1.41                
location39703 et al             1                   3.93                0.25                0.25                
location39727 et al             1                   4.10                0.24                0.24                
location39752 et al             7                   5.41                1.29                1.29                
location39785 et al             0                   2.95                0                   0                   
location398 et al               7                   7.38                0.95                0.95                
location39803 et al             3                   3.77                0.80                0.80                
location39826 et al             3                   4.10                0.73                0.73                
location39851 et al             9                   5.25                1.72                1.72                
location39883 et al             2                   4.43                0.45                0.45                
location39910 et al             0                   4.26                0                   0                   
location39936 et al             4                   4.26                0.94                0.94                
location39962 et al             8                   5.08                1.57                1.58                
location39993 et al             0                   3.44                0                   0                   
location4001 et al              7                   5.08                1.38                1.38                
location40014 et al             3                   4.92                0.61                0.61                
location40044 et al             3                   4.10                0.73                0.73                
location40069 et al             4                   4.26                0.94                0.94                
location40095 et al             2                   4.26                0.47                0.47                
location40121 et al             5                   4.26                1.17                1.17                
location40147 et al             1                   3.93                0.25                0.25                
location40171 et al             6                   4.59                1.31                1.31                
location40199 et al             2                   3.28                0.61                0.61                
location40219 et al             0                   4.75                0                   0                   
location40248 et al             1                   3.93                0.25                0.25                
location40272 et al             2                   4.59                0.44                0.44                
location40300 et al             0                   4.75                0                   0                   
location4032 et al              12                  7.54                1.59                1.59                
location40329 et al             0                   0.82                0                   0                   
location40334 et al             1                   3.93                0.25                0.25                
location40358 et al             0                   3.93                0                   0                   
location40382 et al             0                   2.13                0                   0                   
location40395 et al             2                   4.92                0.41                0.41                
location40425 et al             1                   3.77                0.27                0.27                
location40448 et al             0                   3.77                0                   0                   
location40471 et al             0                   3.77                0                   0                   
location40494 et al             0                   3.61                0                   0                   
location40516 et al             5                   4.26                1.17                1.17                
location40564 et al             0                   2.62                0                   0                   
location40580 et al             1                   4.10                0.24                0.24                
location40605 et al             0                   4.10                0                   0                   
location40630 et al             6                   7.21                0.83                0.83                
location40642 et al             2                   3.61                0.55                0.55                
location40664 et al             0                   2.13                0                   0                   
location40677 et al             0                   3.93                0                   0                   
location40701 et al             0                   3.28                0                   0                   
location40721 et al             1                   3.44                0.29                0.29                
location40764 et al             0                   1.80                0                   0                   
location40775 et al             1                   2.79                0.36                0.36                
location40792 et al             0                   2.79                0                   0                   
location40809                   0                   0.16                0                   0                   
location40810 et al             2                   2.79                0.72                0.72                
location40827 et al             1                   3.11                0.32                0.32                
location40846 et al             0                   2.95                0                   0                   
location40864 et al             0                   1.64                0                   0                   
location40887 et al             2                   2.13                0.94                0.94                
location40900 et al             0                   1.48                0                   0                   
location40909 et al             3                   1.64                1.83                1.83                
location40919 et al             1                   2.95                0.34                0.34                
location40937 et al             2                   2.29                0.87                0.87                
location40951 et al             4                   2.95                1.36                1.36                
location40969 et al             0                   1.80                0                   0                   
location40980 et al             2                   2.79                0.72                0.72                
location40997 et al             3                   1.48                2.03                2.03                
location41006 et al             1                   1.48                0.68                0.68                
location41015 et al             0                   2.29                0                   0                   
location41029 et al             1                   2.46                0.41                0.41                
location41044 et al             0                   1.15                0                   0                   
location41051 et al             1                   1.31                0.76                0.76                
location41059 et al             2                   1.97                1.02                1.02                
location41071 et al             0                   0.49                0                   0                   
location41074 et al             2                   2.62                0.76                0.76                
location41081 et al             0                   0.98                0                   0                   
location41103 et al             2                   1.64                1.22                1.22                
location41113 et al             0                   1.97                0                   0                   
location41125 et al             1                   1.97                0.51                0.51                
location4113 et al              6                   8.36                0.72                0.72                
location41137 et al             2                   0.66                3.05                3.05                
location41141 et al             1                   0.98                1.02                1.02                
location41147 et al             3                   2.62                1.14                1.14                
location41163 et al             6                   1.64                3.66                3.66                
location41173 et al             0                   0.82                0                   0                   
location41178 et al             5                   2.29                2.18                2.18                
location41192 et al             1                   2.13                0.47                0.47                
location41205 et al             0                   0.82                0                   0                   
location41210 et al             1                   2.29                0.44                0.44                
location41224 et al             0                   0.82                0                   0                   
location41229 et al             0                   0.82                0                   0                   
location41264 et al             11                  7.05                1.56                1.56                
location41275 et al             0                   1.80                0                   0                   
location41286 et al             3                   1.80                1.66                1.66                
location41296 et al             1                   1.64                0.61                0.61                
location41334 et al             7                   1.48                4.75                4.75                
location41361 et al             5                   1.48                3.39                3.39                
location41370 et al             3                   6.23                0.48                0.48                
location41371 et al             0                   1.48                0                   0                   
location41389 et al             16                  7.21                2.22                2.22                
location41397 et al             0                   1.48                0                   0                   
location41406 et al             3                   1.48                2.03                2.03                
location41415 et al             4                   1.48                2.71                2.71                
location41433 et al             2                   1.48                1.36                1.36                
location41442                   0                   0.16                0                   0                   
location41443 et al             4                   1.31                3.05                3.05                
location41451 et al             0                   1.31                0                   0                   
location41459 et al             3                   1.31                2.29                2.29                
location41467 et al             3                   1.31                2.29                2.29                
location41475 et al             7                   1.31                5.34                5.34                
location41483 et al             0                   1.31                0                   0                   
location41491 et al             5                   1.31                3.81                3.82                
location41499 et al             2                   1.31                1.53                1.53                
location41507 et al             3                   1.31                2.29                2.29                
location41529 et al             2                   1.15                1.74                1.74                
location41536 et al             0                   1.15                0                   0                   
location41556 et al             13                  6.88                1.89                1.89                
location41562 et al             4                   1.15                3.49                3.49                
location41569 et al             7                   1.15                6.10                6.11                
location41576 et al             6                   4.59                1.31                1.31                
location41589 et al             0                   1.15                0                   0                   
location41596 et al             0                   0.98                0                   0                   
location41614 et al             1                   0.98                1.02                1.02                
location41626 et al             0                   0.98                0                   0                   
location41632 et al             1                   0.98                1.02                1.02                
location41638 et al             0                   0.82                0                   0                   
location4164 et al              5                   8.52                0.59                0.59                
location41643 et al             5                   0.82                6.10                6.10                
location41648 et al             0                   0.82                0                   0                   
location41653 et al             2                   0.82                2.44                2.44                
location41658 et al             3                   0.82                3.66                3.66                
location41663 et al             1                   0.82                1.22                1.22                
location41668 et al             0                   0.82                0                   0                   
location41673 et al             8                   7.05                1.14                1.14                
location41678 et al             1                   0.66                1.53                1.53                
location41682 et al             0                   0.66                0                   0                   
location41690 et al             2                   0.66                3.05                3.05                
location41698 et al             0                   0.66                0                   0                   
location41702 et al             0                   0.66                0                   0                   
location41706 et al             0                   0.66                0                   0                   
location41710 et al             0                   0.66                0                   0                   
location41714 et al             2                   0.66                3.05                3.05                
location41718 et al             0                   0.66                0                   0                   
location41722 et al             2                   0.66                3.05                3.05                
location41726 et al             0                   0.49                0                   0                   
location41729 et al             2                   0.49                4.07                4.07                
location41732 et al             0                   0.49                0                   0                   
location41735 et al             9                   7.05                1.28                1.28                
location41738 et al             3                   0.49                6.10                6.10                
location41741 et al             0                   0.49                0                   0                   
location41744 et al             3                   0.49                6.10                6.10                
location41747 et al             0                   0.33                0                   0                   
location41749 et al             1                   0.33                3.05                3.05                
location41751 et al             1                   0.33                3.05                3.05                
location41753 et al             0                   0.33                0                   0                   
location41755 et al             0                   0.33                0                   0                   
location41757 et al             2                   0.33                6.10                6.10                
location41759 et al             1                   0.33                3.05                3.05                
location41761                   1                   0.16                6.10                6.10                
location41762                   1                   0.16                6.10                6.10                
location41763                   0                   0.16                0                   0                   
location41764 et al             21                  8.52                2.46                2.47                
location41816 et al             6                   6.72                0.89                0.89                
location41857 et al             2                   6.88                0.29                0.29                
location41899 et al             8                   8.03                1.00                1.00                
location41948 et al             1                   3.77                0.27                0.27                
location4216 et al              11                  6.23                1.77                1.77                
location4254 et al              14                  7.21                1.94                1.94                
location4298 et al              10                  8.36                1.20                1.20                
location4349 et al              14                  7.38                1.90                1.90                
location4394 et al              10                  8.36                1.20                1.20                
location4445 et al              6                   7.05                0.85                0.85                
location4488                    0                   0.16                0                   0                   
location4489 et al              9                   7.54                1.19                1.19                
location4535 et al              6                   6.72                0.89                0.89                
location456 et al               0                   0.82                0                   0                   
location4613 et al              7                   7.38                0.95                0.95                
location462 et al               14                  5.57                2.51                2.52                
location4658 et al              7                   8.36                0.84                0.84                
location4709 et al              20                  7.54                2.65                2.66                
location4755 et al              3                   8.36                0.36                0.36                
location4806 et al              6                   7.38                0.81                0.81                
location4851 et al              0                   0.49                0                   0                   
location4854 et al              8                   8.20                0.98                0.98                
location4904 et al              4                   4.10                0.98                0.98                
location4929 et al              13                  6.06                2.14                2.15                
location496 et al               1                   2.46                0.41                0.41                
location4966 et al              3                   8.36                0.36                0.36                
location5017 et al              9                   5.41                1.66                1.66                
location5050 et al              13                  8.36                1.56                1.56                
location5101 et al              7                   7.54                0.93                0.93                
location514 et al               9                   8.36                1.08                1.08                
location5147 et al              7                   7.38                0.95                0.95                
location5192 et al              7                   6.72                1.04                1.04                
location5233 et al              3                   5.41                0.55                0.55                
location5266 et al              10                  7.54                1.33                1.33                
location5312 et al              2                   7.38                0.27                0.27                
location5357 et al              12                  7.21                1.66                1.67                
location5401 et al              5                   5.08                0.98                0.98                
location5432 et al              5                   5.41                0.92                0.92                
location5465 et al              6                   6.56                0.92                0.92                
location5505 et al              2                   3.93                0.51                0.51                
location5529 et al              1                   5.41                0.18                0.18                
location5562 et al              2                   8.36                0.24                0.24                
location5613 et al              6                   5.41                1.11                1.11                
location5646 et al              3                   2.79                1.08                1.08                
location565 et al               18                  8.36                2.15                2.16                
location5663 et al              9                   7.54                1.19                1.19                
location5709 et al              0                   1.48                0                   0                   
location5718 et al              8                   7.54                1.06                1.06                
location5764 et al              4                   5.41                0.74                0.74                
location5797 et al              7                   7.21                0.97                0.97                
location5841 et al              11                  8.36                1.32                1.32                
location5892 et al              14                  12.13               1.15                1.15                
location5929 et al              5                   8.36                0.60                0.60                
location5980 et al              1                   4.59                0.22                0.22                
location6008 et al              5                   4.10                1.22                1.22                
location6046 et al              10                  7.38                1.36                1.36                
location6091 et al              15                  8.36                1.79                1.80                
location6142 et al              8                   5.74                1.39                1.39                
location616 et al               3                   4.26                0.70                0.70                
location6177 et al              2                   4.75                0.42                0.42                
location6206 et al              11                  6.06                1.81                1.82                
location6243 et al              6                   7.38                0.81                0.81                
location6288 et al              0                   0.66                0                   0                   
location6292 et al              4                   7.21                0.55                0.55                
location6336 et al              9                   7.05                1.28                1.28                
location6379 et al              1                   5.74                0.17                0.17                
location6414 et al              6                   8.36                0.72                0.72                
location642 et al               0                   8.52                0                   0                   
location6465 et al              4                   7.05                0.57                0.57                
location6508 et al              6                   8.52                0.70                0.70                
location6560 et al              0                   0.66                0                   0                   
location6564 et al              3                   7.54                0.40                0.40                
location6610 et al              8                   8.20                0.98                0.98                
location6660 et al              13                  7.38                1.76                1.76                
location6705 et al              0                   4.59                0                   0                   
location6770                    0                   0.16                0                   0                   
location6771 et al              5                   7.54                0.66                0.66                
location6817 et al              7                   8.36                0.84                0.84                
location6868 et al              11                  7.21                1.53                1.53                
location6912 et al              1                   7.87                0.13                0.13                
location694 et al               9                   8.36                1.08                1.08                
location6960 et al              10                  5.74                1.74                1.74                
location6995 et al              4                   5.74                0.70                0.70                
location7030 et al              4                   4.75                0.84                0.84                
location7059 et al              10                  7.87                1.27                1.27                
location7107 et al              4                   8.36                0.48                0.48                
location7158 et al              16                  7.21                2.22                2.22                
location7237 et al              7                   7.87                0.89                0.89                
location7285 et al              3                   7.54                0.40                0.40                
location7331 et al              5                   8.36                0.60                0.60                
location7382 et al              4                   7.21                0.55                0.55                
location7426 et al              8                   6.88                1.16                1.16                
location745 et al               3                   8.36                0.36                0.36                
location7468 et al              7                   7.21                0.97                0.97                
location7512 et al              2                   7.21                0.28                0.28                
location7562 et al              9                   7.54                1.19                1.19                
location7608 et al              11                  6.56                1.68                1.68                
location7680 et al              0                   1.80                0                   0                   
location7714 et al              0                   7.21                0                   0                   
location7758 et al              0                   2.79                0                   0                   
location7775 et al              6                   5.74                1.05                1.05                
location7810 et al              3                   5.57                0.54                0.54                
location7844 et al              6                   8.36                0.72                0.72                
location7895 et al              5                   7.54                0.66                0.66                
location7941 et al              9                   7.21                1.25                1.25                
location796 et al               12                  8.36                1.44                1.44                
location7985 et al              1                   4.75                0.21                0.21                
location8014 et al              3                   7.54                0.40                0.40                
location8060 et al              8                   7.21                1.11                1.11                
location8104 et al              12                  8.52                1.41                1.41                
location8156 et al              8                   8.36                0.96                0.96                
location8207 et al              5                   5.74                0.87                0.87                
location8242 et al              6                   4.10                1.46                1.46                
location8267 et al              7                   8.36                0.84                0.84                
location8318 et al              4                   7.21                0.55                0.55                
location8362 et al              20                  6.72                2.98                2.98                
location8403 et al              1                   5.74                0.17                0.17                
location8438 et al              0                   6.39                0                   0                   
location847 et al               2                   7.70                0.26                0.26                
location8477 et al              1                   5.74                0.17                0.17                
location8512 et al              2                   5.90                0.34                0.34                
location8548 et al              1                   4.75                0.21                0.21                
location8577 et al              1                   4.92                0.20                0.20                
location8607 et al              2                   4.75                0.42                0.42                
location8636 et al              4                   7.70                0.52                0.52                
location8683 et al              2                   3.44                0.58                0.58                
location8704 et al              11                  7.21                1.53                1.53                
location8748 et al              2                   5.74                0.35                0.35                
location8783 et al              6                   3.44                1.74                1.74                
location8804 et al              6                   7.21                0.83                0.83                
location8848 et al              7                   7.38                0.95                0.95                
location8893 et al              1                   1.97                0.51                0.51                
location8905 et al              12                  7.38                1.63                1.63                
location894 et al               0                   6.88                0                   0                   
location8950 et al              12                  7.38                1.63                1.63                
location8995 et al              2                   1.48                1.36                1.36                
location9004 et al              7                   8.36                0.84                0.84                
location9055 et al              4                   7.38                0.54                0.54                
location9100 et al              2                   3.28                0.61                0.61                
location9156 et al              7                   6.23                1.12                1.12                
location9194 et al              5                   7.05                0.71                0.71                
location9275 et al              8                   7.38                1.08                1.08                
location9320 et al              2                   3.44                0.58                0.58                
location9341 et al              9                   7.38                1.22                1.22                
location936 et al               6                   8.20                0.73                0.73                
location9386 et al              8                   5.74                1.39                1.39                
location9482 et al              3                   3.93                0.76                0.76                
location9538 et al              11                  7.21                1.53                1.53                
location9582 et al              1                   7.05                0.14                0.14                
location9625 et al              17                  6.88                2.47                2.47                
location9667 et al              2                   6.23                0.32                0.32                
location9705 et al              15                  7.38                2.03                2.04                
location9750 et al              11                  7.05                1.56                1.56                
location9793 et al              13                  7.38                1.76                1.76                
location9838 et al              12                  7.21                1.66                1.67                
location9882 et al              5                   7.21                0.69                0.69                
