LOC_ID                          OBSERVED            EXPECTED            ODE                 REL_RISK            
location53777 et al             0                   0                   n/a                 n/a                 
location53782 et al             0                   0                   n/a                 n/a                 
location53784 et al             2                   2.00                1.00                1.00                
location53828 et al             3                   3.00                1.00                1.00                
location53875 et al             1                   1.00                1.00                1.00                
location53897 et al             11                  11.00               1.00                1.00                
location53938 et al             13                  13.00               1.00                1.00                
location53985 et al             0                   0                   n/a                 n/a                 
location540 et al               9                   9.00                1.00                1.00                
location54011 et al             1                   1.00                1.00                1.00                
location54038 et al             1                   1.00                1.00                1.00                
location54061 et al             12                  12.00               1.00                1.00                
location54107 et al             1                   1.00                1.00                1.00                
location54154 et al             2                   2.00                1.00                1.00                
location54176 et al             6                   6.00                1.00                1.00                
location5419 et al              11                  11.00               1.00                1.00                
location54225 et al             4                   4.00                1.00                1.00                
location54259 et al             2                   2.00                1.00                1.00                
location54286 et al             2                   2.00                1.00                1.00                
location54306 et al             1                   1.00                1.00                1.00                
location54345 et al             0                   0                   n/a                 n/a                 
location54349 et al             3                   3.00                1.00                1.00                
location54383 et al             0                   0                   n/a                 n/a                 
location54401 et al             3                   3.00                1.00                1.00                
location54445 et al             0                   0                   n/a                 n/a                 
location54449 et al             1                   1.00                1.00                1.00                
location54454 et al             0                   0                   n/a                 n/a                 
location54470 et al             5                   5.00                1.00                1.00                
location54495 et al             0                   0                   n/a                 n/a                 
location54519 et al             0                   0                   n/a                 n/a                 
location54563 et al             2                   2.00                1.00                1.00                
location54595 et al             2                   2.00                1.00                1.00                
location54611 et al             8                   8.00                1.00                1.00                
location54656 et al             3                   3.00                1.00                1.00                
location5468 et al              1                   1.00                1.00                1.00                
location54737 et al             4                   4.00                1.00                1.00                
location54775 et al             2                   2.00                1.00                1.00                
location54784 et al             0                   0                   n/a                 n/a                 
location54798 et al             0                   0                   n/a                 n/a                 
location54800 et al             3                   3.00                1.00                1.00                
location54834 et al             6                   6.00                1.00                1.00                
location54876 et al             1                   1.00                1.00                1.00                
location54908 et al             0                   0                   n/a                 n/a                 
location54915 et al             5                   5.00                1.00                1.00                
location54951 et al             4                   4.00                1.00                1.00                
location54998 et al             8                   8.00                1.00                1.00                
location55044 et al             2                   2.00                1.00                1.00                
location55153 et al             6                   6.00                1.00                1.00                
location5517 et al              8                   8.00                1.00                1.00                
location55236 et al             7                   7.00                1.00                1.00                
location55279 et al             18                  18.00               1.00                1.00                
location55321 et al             3                   3.00                1.00                1.00                
location55352 et al             1                   1.00                1.00                1.00                
location55359 et al             3                   3.00                1.00                1.00                
location55394 et al             0                   0                   n/a                 n/a                 
location55413 et al             5                   5.00                1.00                1.00                
location55462 et al             5                   5.00                1.00                1.00                
location55510 et al             6                   6.00                1.00                1.00                
location55559 et al             22                  22.00               1.00                1.00                
location5566 et al              13                  13.00               1.00                1.00                
location5615 et al              2                   2.00                1.00                1.00                
location5713 et al              17                  17.00               1.00                1.00                
location5762 et al              8                   8.00                1.00                1.00                
location5810 et al              10                  10.00               1.00                1.00                
location5859 et al              0                   0                   n/a                 n/a                 
location5877 et al              13                  13.00               1.00                1.00                
location588 et al               7                   7.00                1.00                1.00                
location5926 et al              3                   3.00                1.00                1.00                
location5975 et al              4                   4.00                1.00                1.00                
location6022 et al              5                   5.00                1.00                1.00                
location6038 et al              16                  16.00               1.00                1.00                
location6088 et al              7                   7.00                1.00                1.00                
location6106 et al              2                   2.00                1.00                1.00                
location6155 et al              12                  12.00               1.00                1.00                
location6204                    0                   0                   n/a                 n/a                 
location6205 et al              2                   2.00                1.00                1.00                
location6254 et al              9                   9.00                1.00                1.00                
location6302 et al              15                  15.00               1.00                1.00                
location6351 et al              7                   7.00                1.00                1.00                
location638 et al               0                   0                   n/a                 n/a                 
location6399 et al              9                   9.00                1.00                1.00                
location6448 et al              0                   0                   n/a                 n/a                 
location6497 et al              13                  13.00               1.00                1.00                
location6546 et al              14                  14.00               1.00                1.00                
location6595 et al              9                   9.00                1.00                1.00                
location6644 et al              7                   7.00                1.00                1.00                
location6693 et al              14                  14.00               1.00                1.00                
location6742 et al              4                   4.00                1.00                1.00                
location6790 et al              16                  16.00               1.00                1.00                
location6838 et al              8                   8.00                1.00                1.00                
location688 et al               5                   5.00                1.00                1.00                
location6888 et al              3                   3.00                1.00                1.00                
location6936 et al              4                   4.00                1.00                1.00                
location6985 et al              15                  15.00               1.00                1.00                
location7034 et al              3                   3.00                1.00                1.00                
location7065 et al              7                   7.00                1.00                1.00                
location7113 et al              7                   7.00                1.00                1.00                
location7162 et al              12                  12.00               1.00                1.00                
location7211 et al              6                   6.00                1.00                1.00                
location7260 et al              10                  10.00               1.00                1.00                
location7308 et al              12                  12.00               1.00                1.00                
location7357 et al              13                  13.00               1.00                1.00                
location737 et al               2                   2.00                1.00                1.00                
location7406 et al              1                   1.00                1.00                1.00                
location7417 et al              8                   8.00                1.00                1.00                
location7467 et al              2                   2.00                1.00                1.00                
location7516 et al              1                   1.00                1.00                1.00                
location755 et al               3                   3.00                1.00                1.00                
location7558 et al              0                   0                   n/a                 n/a                 
location7607 et al              19                  19.00               1.00                1.00                
location7656 et al              4                   4.00                1.00                1.00                
location7705 et al              3                   3.00                1.00                1.00                
location7754 et al              7                   7.00                1.00                1.00                
location7804 et al              9                   9.00                1.00                1.00                
location7854 et al              7                   7.00                1.00                1.00                
location7904 et al              1                   1.00                1.00                1.00                
location7953 et al              1                   1.00                1.00                1.00                
location8002 et al              6                   6.00                1.00                1.00                
location804 et al               3                   3.00                1.00                1.00                
location8051 et al              3                   3.00                1.00                1.00                
location8101 et al              4                   4.00                1.00                1.00                
location8149 et al              1                   1.00                1.00                1.00                
location8197 et al              15                  15.00               1.00                1.00                
location8294 et al              12                  12.00               1.00                1.00                
location8343 et al              13                  13.00               1.00                1.00                
location8392 et al              11                  11.00               1.00                1.00                
location8441 et al              17                  17.00               1.00                1.00                
location8490 et al              6                   6.00                1.00                1.00                
location853 et al               1                   1.00                1.00                1.00                
location8539 et al              9                   9.00                1.00                1.00                
location8588 et al              10                  10.00               1.00                1.00                
location8637 et al              11                  11.00               1.00                1.00                
location8685 et al              7                   7.00                1.00                1.00                
location8733 et al              3                   3.00                1.00                1.00                
location8782 et al              8                   8.00                1.00                1.00                
location8831 et al              11                  11.00               1.00                1.00                
location8880 et al              2                   2.00                1.00                1.00                
location8928 et al              8                   8.00                1.00                1.00                
location8976 et al              10                  10.00               1.00                1.00                
location902 et al               4                   4.00                1.00                1.00                
location9025 et al              6                   6.00                1.00                1.00                
location9073 et al              10                  10.00               1.00                1.00                
location9122 et al              13                  13.00               1.00                1.00                
location9171 et al              2                   2.00                1.00                1.00                
location9220 et al              0                   0                   n/a                 n/a                 
location9269 et al              4                   4.00                1.00                1.00                
location9318 et al              0                   0                   n/a                 n/a                 
location9367 et al              4                   4.00                1.00                1.00                
location9416 et al              1                   1.00                1.00                1.00                
location9465 et al              0                   0                   n/a                 n/a                 
location9514 et al              5                   5.00                1.00                1.00                
location9562 et al              5                   5.00                1.00                1.00                
location9611 et al              9                   9.00                1.00                1.00                
location9660 et al              3                   3.00                1.00                1.00                
location9709 et al              11                  11.00               1.00                1.00                
location9758 et al              1                   1.00                1.00                1.00                
location9807 et al              2                   2.00                1.00                1.00                
location9856 et al              22                  22.00               1.00                1.00                
location9905 et al              4                   4.00                1.00                1.00                
