LOC_ID                          OBSERVED            EXPECTED            ODE                 REL_RISK            
location59089 et al             0                   0                   n/a                 n/a                 
location59135 et al             5                   5.00                1.00                1.00                
location59183 et al             0                   0                   n/a                 n/a                 
location59230 et al             3                   3.00                1.00                1.00                
location59240 et al             8                   8.00                1.00                1.00                
location59292 et al             2                   2.00                1.00                1.00                
location59313 et al             1                   1.00                1.00                1.00                
location59365 et al             1                   1.00                1.00                1.00                
location5938 et al              9                   9.00                1.00                1.00                
location59412 et al             4                   4.00                1.00                1.00                
location59459 et al             12                  12.00               1.00                1.00                
location59511 et al             11                  11.00               1.00                1.00                
location59559 et al             14                  14.00               1.00                1.00                
location59611 et al             5                   5.00                1.00                1.00                
location59662 et al             4                   4.00                1.00                1.00                
location59709 et al             8                   8.00                1.00                1.00                
location59757 et al             12                  12.00               1.00                1.00                
location59809 et al             5                   5.00                1.00                1.00                
location5985 et al              6                   6.00                1.00                1.00                
location59857 et al             10                  10.00               1.00                1.00                
location59905 et al             1                   1.00                1.00                1.00                
location59953 et al             9                   9.00                1.00                1.00                
location60001 et al             0                   0                   n/a                 n/a                 
location60049 et al             7                   7.00                1.00                1.00                
location60097 et al             2                   2.00                1.00                1.00                
location60188 et al             2                   2.00                1.00                1.00                
location60232 et al             7                   7.00                1.00                1.00                
location6025 et al              3                   3.00                1.00                1.00                
location60278 et al             0                   0                   n/a                 n/a                 
location60283 et al             9                   9.00                1.00                1.00                
location60334 et al             6                   6.00                1.00                1.00                
location6036 et al              1                   1.00                1.00                1.00                
location60382 et al             0                   0                   n/a                 n/a                 
location60430 et al             4                   4.00                1.00                1.00                
location60479 et al             0                   0                   n/a                 n/a                 
location60483 et al             5                   5.00                1.00                1.00                
location60531 et al             2                   2.00                1.00                1.00                
location60580 et al             6                   6.00                1.00                1.00                
location60628 et al             6                   6.00                1.00                1.00                
location60677 et al             0                   0                   n/a                 n/a                 
location60685 et al             7                   7.00                1.00                1.00                
location60730 et al             14                  14.00               1.00                1.00                
location60781 et al             4                   4.00                1.00                1.00                
location60828 et al             1                   1.00                1.00                1.00                
location6083 et al              3                   3.00                1.00                1.00                
location60877 et al             6                   6.00                1.00                1.00                
location60925 et al             1                   1.00                1.00                1.00                
location60972 et al             1                   1.00                1.00                1.00                
location61021 et al             2                   2.00                1.00                1.00                
location61069 et al             2                   2.00                1.00                1.00                
location61117 et al             10                  10.00               1.00                1.00                
location61163 et al             2                   2.00                1.00                1.00                
location61196 et al             9                   9.00                1.00                1.00                
location61244 et al             1                   1.00                1.00                1.00                
location61293 et al             2                   2.00                1.00                1.00                
location6130 et al              4                   4.00                1.00                1.00                
location61337 et al             2                   2.00                1.00                1.00                
location61386 et al             3                   3.00                1.00                1.00                
location61434 et al             1                   1.00                1.00                1.00                
location61483 et al             2                   2.00                1.00                1.00                
location61532 et al             1                   1.00                1.00                1.00                
location61580 et al             0                   0                   n/a                 n/a                 
location6160 et al              3                   3.00                1.00                1.00                
location61629 et al             4                   4.00                1.00                1.00                
location61676 et al             7                   7.00                1.00                1.00                
location61718 et al             0                   0                   n/a                 n/a                 
location61767 et al             1                   1.00                1.00                1.00                
location61814 et al             22                  22.00               1.00                1.00                
location61862 et al             2                   2.00                1.00                1.00                
location61905 et al             12                  12.00               1.00                1.00                
location61952 et al             5                   5.00                1.00                1.00                
location62000 et al             1                   1.00                1.00                1.00                
location62047 et al             3                   3.00                1.00                1.00                
location6207 et al              6                   6.00                1.00                1.00                
location62091 et al             2                   2.00                1.00                1.00                
location62139 et al             2                   2.00                1.00                1.00                
location62186 et al             3                   3.00                1.00                1.00                
location62233 et al             1                   1.00                1.00                1.00                
location62280 et al             3                   3.00                1.00                1.00                
location62308 et al             6                   6.00                1.00                1.00                
location62358 et al             2                   2.00                1.00                1.00                
location62410 et al             3                   3.00                1.00                1.00                
location62462 et al             4                   4.00                1.00                1.00                
location62511 et al             0                   0                   n/a                 n/a                 
location62520 et al             6                   6.00                1.00                1.00                
location6256 et al              11                  11.00               1.00                1.00                
location62569 et al             11                  11.00               1.00                1.00                
location62617 et al             10                  10.00               1.00                1.00                
location62645 et al             3                   3.00                1.00                1.00                
location62693 et al             0                   0                   n/a                 n/a                 
location62745 et al             7                   7.00                1.00                1.00                
location62791 et al             6                   6.00                1.00                1.00                
location62838 et al             7                   7.00                1.00                1.00                
location62885 et al             5                   5.00                1.00                1.00                
location6301 et al              0                   0                   n/a                 n/a                 
location63030 et al             4                   4.00                1.00                1.00                
location63119 et al             7                   7.00                1.00                1.00                
location6312 et al              2                   2.00                1.00                1.00                
location63213 et al             2                   2.00                1.00                1.00                
location6322 et al              2                   2.00                1.00                1.00                
location63248 et al             4                   4.00                1.00                1.00                
location63342 et al             18                  18.00               1.00                1.00                
location63528 et al             5                   5.00                1.00                1.00                
location63575 et al             1                   1.00                1.00                1.00                
location63622 et al             10                  10.00               1.00                1.00                
location6365 et al              3                   3.00                1.00                1.00                
location63951 et al             9                   9.00                1.00                1.00                
location63995 et al             12                  12.00               1.00                1.00                
location6411 et al              1                   1.00                1.00                1.00                
location64132 et al             3                   3.00                1.00                1.00                
location6422 et al              14                  14.00               1.00                1.00                
location64597 et al             5                   5.00                1.00                1.00                
location64601 et al             2                   2.00                1.00                1.00                
location64645 et al             2                   2.00                1.00                1.00                
location6468 et al              1                   1.00                1.00                1.00                
location64691 et al             7                   7.00                1.00                1.00                
location647 et al               3                   3.00                1.00                1.00                
location64735 et al             1                   1.00                1.00                1.00                
location64740 et al             0                   0                   n/a                 n/a                 
location64746 et al             10                  10.00               1.00                1.00                
location64788 et al             4                   4.00                1.00                1.00                
location6479 et al              1                   1.00                1.00                1.00                
location64831 et al             9                   9.00                1.00                1.00                
location64875 et al             6                   6.00                1.00                1.00                
location6490 et al              1                   1.00                1.00                1.00                
location64920 et al             1                   1.00                1.00                1.00                
location6494 et al              13                  13.00               1.00                1.00                
location65051 et al             2                   2.00                1.00                1.00                
location65096 et al             4                   4.00                1.00                1.00                
location65138                   0                   0                   n/a                 n/a                 
location65139 et al             4                   4.00                1.00                1.00                
location65317 et al             0                   0                   n/a                 n/a                 
location65324 et al             3                   3.00                1.00                1.00                
location65367 et al             6                   6.00                1.00                1.00                
location6539 et al              4                   4.00                1.00                1.00                
location65453 et al             7                   7.00                1.00                1.00                
location65495 et al             13                  13.00               1.00                1.00                
location65535 et al             1                   1.00                1.00                1.00                
location65577 et al             3                   3.00                1.00                1.00                
location65587 et al             4                   4.00                1.00                1.00                
location65629 et al             9                   9.00                1.00                1.00                
location65671 et al             5                   5.00                1.00                1.00                
location65713 et al             0                   0                   n/a                 n/a                 
location65752 et al             4                   4.00                1.00                1.00                
location65759 et al             7                   7.00                1.00                1.00                
location65796 et al             4                   4.00                1.00                1.00                
location65837 et al             0                   0                   n/a                 n/a                 
location65839 et al             0                   0                   n/a                 n/a                 
location6585 et al              5                   5.00                1.00                1.00                
location65880 et al             10                  10.00               1.00                1.00                
location65906 et al             0                   0                   n/a                 n/a                 
location65947 et al             4                   4.00                1.00                1.00                
location65987 et al             3                   3.00                1.00                1.00                
location66027 et al             3                   3.00                1.00                1.00                
location66039 et al             0                   0                   n/a                 n/a                 
location66079 et al             1                   1.00                1.00                1.00                
location66119 et al             0                   0                   n/a                 n/a                 
location66126 et al             5                   5.00                1.00                1.00                
location66164 et al             4                   4.00                1.00                1.00                
location66179 et al             5                   5.00                1.00                1.00                
location66215 et al             1                   1.00                1.00                1.00                
location66251 et al             2                   2.00                1.00                1.00                
location66286 et al             8                   8.00                1.00                1.00                
location6631 et al              0                   0                   n/a                 n/a                 
location66322 et al             4                   4.00                1.00                1.00                
location6633 et al              0                   0                   n/a                 n/a                 
location66358 et al             4                   4.00                1.00                1.00                
location66372 et al             3                   3.00                1.00                1.00                
location66408 et al             6                   6.00                1.00                1.00                
location6644 et al              7                   7.00                1.00                1.00                
location66444 et al             5                   5.00                1.00                1.00                
location66459 et al             9                   9.00                1.00                1.00                
location66495 et al             3                   3.00                1.00                1.00                
location66531 et al             6                   6.00                1.00                1.00                
location66567 et al             6                   6.00                1.00                1.00                
location66603 et al             7                   7.00                1.00                1.00                
location66639 et al             4                   4.00                1.00                1.00                
location66675 et al             4                   4.00                1.00                1.00                
location66710 et al             0                   0                   n/a                 n/a                 
location66744 et al             1                   1.00                1.00                1.00                
location66778 et al             2                   2.00                1.00                1.00                
location66787 et al             1                   1.00                1.00                1.00                
location66790 et al             5                   5.00                1.00                1.00                
location66828 et al             2                   2.00                1.00                1.00                
location66866 et al             9                   9.00                1.00                1.00                
location6690 et al              3                   3.00                1.00                1.00                
location66901 et al             6                   6.00                1.00                1.00                
location66936 et al             6                   6.00                1.00                1.00                
location66969 et al             6                   6.00                1.00                1.00                
location6700 et al              6                   6.00                1.00                1.00                
location67000 et al             1                   1.00                1.00                1.00                
location67035 et al             1                   1.00                1.00                1.00                
location67070 et al             4                   4.00                1.00                1.00                
location6710 et al              2                   2.00                1.00                1.00                
location67104 et al             3                   3.00                1.00                1.00                
location67137 et al             4                   4.00                1.00                1.00                
location67156 et al             7                   7.00                1.00                1.00                
location6718 et al              15                  15.00               1.00                1.00                
location67189 et al             3                   3.00                1.00                1.00                
location67221 et al             2                   2.00                1.00                1.00                
location67238 et al             2                   2.00                1.00                1.00                
location67271 et al             6                   6.00                1.00                1.00                
location67302 et al             7                   7.00                1.00                1.00                
location67333 et al             1                   1.00                1.00                1.00                
location67393 et al             3                   3.00                1.00                1.00                
location67419 et al             2                   2.00                1.00                1.00                
location67446 et al             1                   1.00                1.00                1.00                
location67473 et al             0                   0                   n/a                 n/a                 
location67526 et al             0                   0                   n/a                 n/a                 
location67553 et al             0                   0                   n/a                 n/a                 
location67581 et al             1                   1.00                1.00                1.00                
location67604 et al             1                   1.00                1.00                1.00                
location67627 et al             0                   0                   n/a                 n/a                 
location67649 et al             5                   5.00                1.00                1.00                
location6765 et al              8                   8.00                1.00                1.00                
location67671 et al             0                   0                   n/a                 n/a                 
location67675 et al             1                   1.00                1.00                1.00                
location67700 et al             0                   0                   n/a                 n/a                 
location67771 et al             1                   1.00                1.00                1.00                
location67794 et al             0                   0                   n/a                 n/a                 
location67818 et al             0                   0                   n/a                 n/a                 
location67821 et al             1                   1.00                1.00                1.00                
location67841 et al             0                   0                   n/a                 n/a                 
location67861 et al             2                   2.00                1.00                1.00                
location67880 et al             0                   0                   n/a                 n/a                 
location67928 et al             0                   0                   n/a                 n/a                 
location67951 et al             0                   0                   n/a                 n/a                 
location67995 et al             1                   1.00                1.00                1.00                
location68017 et al             0                   0                   n/a                 n/a                 
location68034 et al             1                   1.00                1.00                1.00                
location68051 et al             0                   0                   n/a                 n/a                 
location68071 et al             2                   2.00                1.00                1.00                
location68088 et al             5                   5.00                1.00                1.00                
location68108 et al             0                   0                   n/a                 n/a                 
location68127 et al             2                   2.00                1.00                1.00                
location6814 et al              10                  10.00               1.00                1.00                
location68146 et al             0                   0                   n/a                 n/a                 
location68165 et al             2                   2.00                1.00                1.00                
location68184 et al             4                   4.00                1.00                1.00                
location68203 et al             0                   0                   n/a                 n/a                 
location68222 et al             2                   2.00                1.00                1.00                
location68241 et al             3                   3.00                1.00                1.00                
location68260 et al             0                   0                   n/a                 n/a                 
location68275 et al             3                   3.00                1.00                1.00                
location68289 et al             1                   1.00                1.00                1.00                
location68307 et al             0                   0                   n/a                 n/a                 
location68325 et al             4                   4.00                1.00                1.00                
location68340 et al             1                   1.00                1.00                1.00                
location68358 et al             3                   3.00                1.00                1.00                
location68376 et al             3                   3.00                1.00                1.00                
location68394 et al             3                   3.00                1.00                1.00                
location68428 et al             7                   7.00                1.00                1.00                
location68445 et al             2                   2.00                1.00                1.00                
location68462 et al             3                   3.00                1.00                1.00                
location68479 et al             0                   0                   n/a                 n/a                 
location68496 et al             1                   1.00                1.00                1.00                
location68512 et al             0                   0                   n/a                 n/a                 
location68528 et al             0                   0                   n/a                 n/a                 
location68544 et al             0                   0                   n/a                 n/a                 
location68559 et al             0                   0                   n/a                 n/a                 
location68574 et al             0                   0                   n/a                 n/a                 
location68589 et al             1                   1.00                1.00                1.00                
location68604 et al             0                   0                   n/a                 n/a                 
location68616 et al             0                   0                   n/a                 n/a                 
location68617 et al             2                   2.00                1.00                1.00                
location68626 et al             0                   0                   n/a                 n/a                 
location68643 et al             0                   0                   n/a                 n/a                 
location68649 et al             3                   3.00                1.00                1.00                
location6865 et al              0                   0                   n/a                 n/a                 
location68656 et al             0                   0                   n/a                 n/a                 
location68669 et al             0                   0                   n/a                 n/a                 
location68688 et al             0                   0                   n/a                 n/a                 
location68694 et al             0                   0                   n/a                 n/a                 
location68705 et al             0                   0                   n/a                 n/a                 
location68730 et al             0                   0                   n/a                 n/a                 
location68733 et al             0                   0                   n/a                 n/a                 
location68738 et al             0                   0                   n/a                 n/a                 
location6874 et al              6                   6.00                1.00                1.00                
location68775 et al             1                   1.00                1.00                1.00                
location68787 et al             0                   0                   n/a                 n/a                 
location68820 et al             1                   1.00                1.00                1.00                
location68824 et al             0                   0                   n/a                 n/a                 
location68826 et al             0                   0                   n/a                 n/a                 
location68834 et al             0                   0                   n/a                 n/a                 
location68838 et al             1                   1.00                1.00                1.00                
location68842 et al             0                   0                   n/a                 n/a                 
location68844 et al             0                   0                   n/a                 n/a                 
location68846 et al             0                   0                   n/a                 n/a                 
location68848                   0                   0                   n/a                 n/a                 
location68849                   0                   0                   n/a                 n/a                 
location68850                   0                   0                   n/a                 n/a                 
location68851                   0                   0                   n/a                 n/a                 
location68852                   0                   0                   n/a                 n/a                 
location68853                   0                   0                   n/a                 n/a                 
location68855                   0                   0                   n/a                 n/a                 
location68856                   0                   0                   n/a                 n/a                 
location68857                   1                   1.00                1.00                1.00                
location68858                   0                   0                   n/a                 n/a                 
location68859                   0                   0                   n/a                 n/a                 
location68860                   0                   0                   n/a                 n/a                 
location68861                   0                   0                   n/a                 n/a                 
location68862 et al             1                   1.00                1.00                1.00                
location68865 et al             0                   0                   n/a                 n/a                 
location68876 et al             5                   5.00                1.00                1.00                
location68880 et al             10                  10.00               1.00                1.00                
location68884 et al             5                   5.00                1.00                1.00                
location68892 et al             0                   0                   n/a                 n/a                 
location68899                   0                   0                   n/a                 n/a                 
location68908 et al             1                   1.00                1.00                1.00                
location68916                   0                   0                   n/a                 n/a                 
location68917 et al             0                   0                   n/a                 n/a                 
location68941 et al             1                   1.00                1.00                1.00                
location68959 et al             0                   0                   n/a                 n/a                 
location68962 et al             0                   0                   n/a                 n/a                 
location68995 et al             0                   0                   n/a                 n/a                 
location69007 et al             1                   1.00                1.00                1.00                
location69037 et al             0                   0                   n/a                 n/a                 
location69057 et al             0                   0                   n/a                 n/a                 
location69072 et al             1                   1.00                1.00                1.00                
location69079 et al             6                   6.00                1.00                1.00                
location69092                   0                   0                   n/a                 n/a                 
location69095                   0                   0                   n/a                 n/a                 
location69098 et al             0                   0                   n/a                 n/a                 
location69102                   0                   0                   n/a                 n/a                 
location69109 et al             3                   3.00                1.00                1.00                
location69123                   0                   0                   n/a                 n/a                 
location69126                   1                   1.00                1.00                1.00                
location69138                   0                   0                   n/a                 n/a                 
location69139                   1                   1.00                1.00                1.00                
location69146                   0                   0                   n/a                 n/a                 
location69210 et al             1                   1.00                1.00                1.00                
location69218 et al             10                  10.00               1.00                1.00                
location6924 et al              12                  12.00               1.00                1.00                
location69245 et al             5                   5.00                1.00                1.00                
location69290 et al             1                   1.00                1.00                1.00                
location69359 et al             3                   3.00                1.00                1.00                
location694 et al               7                   7.00                1.00                1.00                
location69409 et al             5                   5.00                1.00                1.00                
location69453 et al             11                  11.00               1.00                1.00                
location69501 et al             1                   1.00                1.00                1.00                
location6974 et al              10                  10.00               1.00                1.00                
location7024 et al              4                   4.00                1.00                1.00                
location7074 et al              2                   2.00                1.00                1.00                
location7120 et al              18                  18.00               1.00                1.00                
location7170 et al              1                   1.00                1.00                1.00                
location7268 et al              8                   8.00                1.00                1.00                
location7314 et al              3                   3.00                1.00                1.00                
location7364 et al              14                  14.00               1.00                1.00                
location741 et al               6                   6.00                1.00                1.00                
location7462 et al              9                   9.00                1.00                1.00                
location7508 et al              7                   7.00                1.00                1.00                
location7606 et al              16                  16.00               1.00                1.00                
location7652 et al              15                  15.00               1.00                1.00                
location7702 et al              12                  12.00               1.00                1.00                
location7754 et al              4                   4.00                1.00                1.00                
location7800 et al              2                   2.00                1.00                1.00                
location7850 et al              9                   9.00                1.00                1.00                
location788 et al               2                   2.00                1.00                1.00                
location7896 et al              8                   8.00                1.00                1.00                
location7948 et al              6                   6.00                1.00                1.00                
location7997 et al              11                  11.00               1.00                1.00                
location8047 et al              8                   8.00                1.00                1.00                
location8097 et al              23                  23.00               1.00                1.00                
location8143 et al              15                  15.00               1.00                1.00                
location8195 et al              5                   5.00                1.00                1.00                
location8245 et al              14                  14.00               1.00                1.00                
location8297 et al              2                   2.00                1.00                1.00                
location8347 et al              4                   4.00                1.00                1.00                
location835 et al               6                   6.00                1.00                1.00                
location8393 et al              9                   9.00                1.00                1.00                
location8443 et al              9                   9.00                1.00                1.00                
location8461 et al              3                   3.00                1.00                1.00                
location8509 et al              7                   7.00                1.00                1.00                
location8559 et al              14                  14.00               1.00                1.00                
location8611 et al              13                  13.00               1.00                1.00                
location8669 et al              13                  13.00               1.00                1.00                
location8721 et al              0                   0                   n/a                 n/a                 
location8771 et al              10                  10.00               1.00                1.00                
location8819 et al              2                   2.00                1.00                1.00                
location882 et al               3                   3.00                1.00                1.00                
location8870 et al              6                   6.00                1.00                1.00                
location8919 et al              7                   7.00                1.00                1.00                
location8967 et al              3                   3.00                1.00                1.00                
location9019 et al              5                   5.00                1.00                1.00                
location9115 et al              11                  11.00               1.00                1.00                
location9163 et al              4                   4.00                1.00                1.00                
location9213 et al              9                   9.00                1.00                1.00                
location9264 et al              11                  11.00               1.00                1.00                
location929 et al               0                   0                   n/a                 n/a                 
location9310 et al              15                  15.00               1.00                1.00                
location9358 et al              14                  14.00               1.00                1.00                
location9410 et al              13                  13.00               1.00                1.00                
location9460 et al              5                   5.00                1.00                1.00                
location9510 et al              19                  19.00               1.00                1.00                
location9560 et al              7                   7.00                1.00                1.00                
location9610 et al              5                   5.00                1.00                1.00                
location9658 et al              4                   4.00                1.00                1.00                
location9706 et al              3                   3.00                1.00                1.00                
location9752 et al              3                   3.00                1.00                1.00                
