LOC_ID                          OBSERVED            EXPECTED            ODE                 REL_RISK            
location25866 et al             4                   4.00                1.00                1.00                
location2589 et al              4                   4.00                1.00                1.00                
location25913 et al             3                   3.00                1.00                1.00                
location25958 et al             4                   4.00                1.00                1.00                
location26006 et al             19                  19.00               1.00                1.00                
location26054 et al             16                  16.00               1.00                1.00                
location26104 et al             2                   2.00                1.00                1.00                
location26152 et al             1                   1.00                1.00                1.00                
location26202 et al             6                   6.00                1.00                1.00                
location26218 et al             12                  12.00               1.00                1.00                
location26269 et al             5                   5.00                1.00                1.00                
location26319 et al             5                   5.00                1.00                1.00                
location2635 et al              7                   7.00                1.00                1.00                
location26367 et al             5                   5.00                1.00                1.00                
location26411 et al             7                   7.00                1.00                1.00                
location26458 et al             2                   2.00                1.00                1.00                
location26508 et al             5                   5.00                1.00                1.00                
location26558 et al             4                   4.00                1.00                1.00                
location26605 et al             4                   4.00                1.00                1.00                
location26655 et al             10                  10.00               1.00                1.00                
location26703 et al             1                   1.00                1.00                1.00                
location26753 et al             4                   4.00                1.00                1.00                
location26796 et al             0                   0                   n/a                 n/a                 
location26844 et al             5                   5.00                1.00                1.00                
location2685 et al              9                   9.00                1.00                1.00                
location26862 et al             3                   3.00                1.00                1.00                
location26910 et al             3                   3.00                1.00                1.00                
location26939 et al             3                   3.00                1.00                1.00                
location26986 et al             4                   4.00                1.00                1.00                
location27036 et al             14                  14.00               1.00                1.00                
location27082 et al             1                   1.00                1.00                1.00                
location27130 et al             1                   1.00                1.00                1.00                
location27142 et al             5                   5.00                1.00                1.00                
location27188 et al             5                   5.00                1.00                1.00                
location27219 et al             13                  13.00               1.00                1.00                
location27269 et al             3                   3.00                1.00                1.00                
location27274 et al             4                   4.00                1.00                1.00                
location27321 et al             2                   2.00                1.00                1.00                
location2735 et al              13                  13.00               1.00                1.00                
location27371 et al             6                   6.00                1.00                1.00                
location27423 et al             1                   1.00                1.00                1.00                
location27475 et al             10                  10.00               1.00                1.00                
location27523 et al             3                   3.00                1.00                1.00                
location27571 et al             4                   4.00                1.00                1.00                
location27621 et al             6                   6.00                1.00                1.00                
location27671 et al             15                  15.00               1.00                1.00                
location27721 et al             4                   4.00                1.00                1.00                
location27769 et al             2                   2.00                1.00                1.00                
location27819 et al             9                   9.00                1.00                1.00                
location2785 et al              16                  16.00               1.00                1.00                
location27868 et al             12                  12.00               1.00                1.00                
location27920 et al             3                   3.00                1.00                1.00                
location27970 et al             2                   2.00                1.00                1.00                
location28020 et al             13                  13.00               1.00                1.00                
location28066 et al             15                  15.00               1.00                1.00                
location281 et al               6                   6.00                1.00                1.00                
location28116 et al             6                   6.00                1.00                1.00                
location28164 et al             10                  10.00               1.00                1.00                
location28216 et al             8                   8.00                1.00                1.00                
location28264 et al             0                   0                   n/a                 n/a                 
location2831 et al              27                  27.00               1.00                1.00                
location28312 et al             6                   6.00                1.00                1.00                
location28345 et al             7                   7.00                1.00                1.00                
location28392 et al             3                   3.00                1.00                1.00                
location28442 et al             9                   9.00                1.00                1.00                
location28473 et al             1                   1.00                1.00                1.00                
location28483 et al             4                   4.00                1.00                1.00                
location28531 et al             10                  10.00               1.00                1.00                
location28580 et al             1                   1.00                1.00                1.00                
location28587 et al             2                   2.00                1.00                1.00                
location28638 et al             2                   2.00                1.00                1.00                
location28686 et al             1                   1.00                1.00                1.00                
location28729 et al             17                  17.00               1.00                1.00                
location2877 et al              5                   5.00                1.00                1.00                
location28777 et al             4                   4.00                1.00                1.00                
location28825 et al             1                   1.00                1.00                1.00                
location28872 et al             0                   0                   n/a                 n/a                 
location28942 et al             1                   1.00                1.00                1.00                
location28987 et al             3                   3.00                1.00                1.00                
location29033 et al             8                   8.00                1.00                1.00                
location29085 et al             1                   1.00                1.00                1.00                
location29134 et al             3                   3.00                1.00                1.00                
location29182 et al             1                   1.00                1.00                1.00                
location29230 et al             7                   7.00                1.00                1.00                
location2925 et al              6                   6.00                1.00                1.00                
location29280 et al             0                   0                   n/a                 n/a                 
location29323 et al             9                   9.00                1.00                1.00                
location29371 et al             8                   8.00                1.00                1.00                
location29418 et al             1                   1.00                1.00                1.00                
location29467 et al             8                   8.00                1.00                1.00                
location29514 et al             2                   2.00                1.00                1.00                
location29564 et al             8                   8.00                1.00                1.00                
location29614 et al             4                   4.00                1.00                1.00                
location29664 et al             10                  10.00               1.00                1.00                
location29709 et al             2                   2.00                1.00                1.00                
location2971 et al              8                   8.00                1.00                1.00                
location29755 et al             20                  20.00               1.00                1.00                
location29803 et al             7                   7.00                1.00                1.00                
location29853 et al             13                  13.00               1.00                1.00                
location29901 et al             10                  10.00               1.00                1.00                
location29947 et al             0                   0                   n/a                 n/a                 
location29950 et al             8                   8.00                1.00                1.00                
location29999 et al             1                   1.00                1.00                1.00                
location30045 et al             8                   8.00                1.00                1.00                
location30089 et al             0                   0                   n/a                 n/a                 
location30100 et al             10                  10.00               1.00                1.00                
location30148 et al             18                  18.00               1.00                1.00                
location30194 et al             4                   4.00                1.00                1.00                
location3021 et al              9                   9.00                1.00                1.00                
location30241 et al             9                   9.00                1.00                1.00                
location30291 et al             14                  14.00               1.00                1.00                
location30341 et al             9                   9.00                1.00                1.00                
location30391 et al             7                   7.00                1.00                1.00                
location30440 et al             6                   6.00                1.00                1.00                
location30486 et al             1                   1.00                1.00                1.00                
location30493 et al             0                   0                   n/a                 n/a                 
location30496 et al             2                   2.00                1.00                1.00                
location30545 et al             9                   9.00                1.00                1.00                
location30593 et al             0                   0                   n/a                 n/a                 
location30640 et al             8                   8.00                1.00                1.00                
location3067 et al              0                   0                   n/a                 n/a                 
location30687 et al             1                   1.00                1.00                1.00                
location30733 et al             0                   0                   n/a                 n/a                 
location30747 et al             6                   6.00                1.00                1.00                
location30796 et al             3                   3.00                1.00                1.00                
location30843 et al             1                   1.00                1.00                1.00                
location30893 et al             2                   2.00                1.00                1.00                
location30937 et al             2                   2.00                1.00                1.00                
location30985 et al             2                   2.00                1.00                1.00                
location31034 et al             17                  17.00               1.00                1.00                
location31082 et al             11                  11.00               1.00                1.00                
location31129 et al             7                   7.00                1.00                1.00                
location3115 et al              6                   6.00                1.00                1.00                
location31179 et al             2                   2.00                1.00                1.00                
location31223 et al             5                   5.00                1.00                1.00                
location31275 et al             7                   7.00                1.00                1.00                
location31319 et al             10                  10.00               1.00                1.00                
location31349 et al             4                   4.00                1.00                1.00                
location31397 et al             2                   2.00                1.00                1.00                
location31447 et al             2                   2.00                1.00                1.00                
location31499 et al             4                   4.00                1.00                1.00                
location31543 et al             12                  12.00               1.00                1.00                
location31590 et al             13                  13.00               1.00                1.00                
location3161 et al              1                   1.00                1.00                1.00                
location31636 et al             11                  11.00               1.00                1.00                
location31686 et al             8                   8.00                1.00                1.00                
location31730 et al             4                   4.00                1.00                1.00                
location31775 et al             6                   6.00                1.00                1.00                
location31825 et al             7                   7.00                1.00                1.00                
location31873 et al             0                   0                   n/a                 n/a                 
location3189 et al              19                  19.00               1.00                1.00                
location31899 et al             9                   9.00                1.00                1.00                
location31938 et al             7                   7.00                1.00                1.00                
location31987 et al             0                   0                   n/a                 n/a                 
location32037 et al             10                  10.00               1.00                1.00                
location32085 et al             15                  15.00               1.00                1.00                
location32136 et al             2                   2.00                1.00                1.00                
location32181 et al             9                   9.00                1.00                1.00                
location32225 et al             3                   3.00                1.00                1.00                
location32235 et al             4                   4.00                1.00                1.00                
location32274 et al             9                   9.00                1.00                1.00                
location32312 et al             5                   5.00                1.00                1.00                
location3235 et al              5                   5.00                1.00                1.00                
location32363 et al             6                   6.00                1.00                1.00                
location32407 et al             5                   5.00                1.00                1.00                
location32455 et al             7                   7.00                1.00                1.00                
location32500 et al             0                   0                   n/a                 n/a                 
location32548 et al             7                   7.00                1.00                1.00                
location32598 et al             3                   3.00                1.00                1.00                
location32648 et al             15                  15.00               1.00                1.00                
location32699 et al             12                  12.00               1.00                1.00                
location32748 et al             2                   2.00                1.00                1.00                
location32796 et al             1                   1.00                1.00                1.00                
location328 et al               4                   4.00                1.00                1.00                
location3283 et al              10                  10.00               1.00                1.00                
location32843 et al             8                   8.00                1.00                1.00                
location32942 et al             1                   1.00                1.00                1.00                
location32959 et al             16                  16.00               1.00                1.00                
location33010 et al             8                   8.00                1.00                1.00                
location33060 et al             11                  11.00               1.00                1.00                
location33111 et al             1                   1.00                1.00                1.00                
location33157 et al             0                   0                   n/a                 n/a                 
location33207 et al             9                   9.00                1.00                1.00                
location33258 et al             2                   2.00                1.00                1.00                
location3329 et al              8                   8.00                1.00                1.00                
location33305 et al             5                   5.00                1.00                1.00                
location33355 et al             4                   4.00                1.00                1.00                
location33402 et al             11                  11.00               1.00                1.00                
location33449 et al             16                  16.00               1.00                1.00                
location33501 et al             5                   5.00                1.00                1.00                
location33548 et al             9                   9.00                1.00                1.00                
location33597 et al             8                   8.00                1.00                1.00                
location33644 et al             2                   2.00                1.00                1.00                
location33690 et al             6                   6.00                1.00                1.00                
location33739 et al             4                   4.00                1.00                1.00                
location33764 et al             3                   3.00                1.00                1.00                
location3379 et al              10                  10.00               1.00                1.00                
location33810 et al             3                   3.00                1.00                1.00                
location33859 et al             6                   6.00                1.00                1.00                
location33906 et al             6                   6.00                1.00                1.00                
location33955 et al             17                  17.00               1.00                1.00                
location34003 et al             12                  12.00               1.00                1.00                
location34050 et al             2                   2.00                1.00                1.00                
location34061 et al             4                   4.00                1.00                1.00                
location34111 et al             7                   7.00                1.00                1.00                
location34157 et al             0                   0                   n/a                 n/a                 
location34204 et al             0                   0                   n/a                 n/a                 
location34251 et al             2                   2.00                1.00                1.00                
location3427 et al              17                  17.00               1.00                1.00                
location34300 et al             3                   3.00                1.00                1.00                
location34346 et al             2                   2.00                1.00                1.00                
location34393 et al             17                  17.00               1.00                1.00                
location34440 et al             7                   7.00                1.00                1.00                
location34487 et al             12                  12.00               1.00                1.00                
location34536 et al             11                  11.00               1.00                1.00                
location34581 et al             11                  11.00               1.00                1.00                
location34627 et al             9                   9.00                1.00                1.00                
location34676 et al             10                  10.00               1.00                1.00                
location34721 et al             2                   2.00                1.00                1.00                
location34766 et al             1                   1.00                1.00                1.00                
location34769 et al             4                   4.00                1.00                1.00                
location3477 et al              6                   6.00                1.00                1.00                
location34818 et al             13                  13.00               1.00                1.00                
location34863 et al             12                  12.00               1.00                1.00                
location34908 et al             2                   2.00                1.00                1.00                
location34957 et al             2                   2.00                1.00                1.00                
location35001 et al             6                   6.00                1.00                1.00                
location35050 et al             8                   8.00                1.00                1.00                
location35095 et al             3                   3.00                1.00                1.00                
location35142 et al             1                   1.00                1.00                1.00                
location35191 et al             6                   6.00                1.00                1.00                
location35236 et al             6                   6.00                1.00                1.00                
location3527 et al              9                   9.00                1.00                1.00                
location35285 et al             2                   2.00                1.00                1.00                
location35314 et al             10                  10.00               1.00                1.00                
location35363 et al             2                   2.00                1.00                1.00                
location35388 et al             12                  12.00               1.00                1.00                
location35437 et al             9                   9.00                1.00                1.00                
location35484 et al             5                   5.00                1.00                1.00                
location35529 et al             2                   2.00                1.00                1.00                
location35532 et al             4                   4.00                1.00                1.00                
location35582 et al             6                   6.00                1.00                1.00                
location35627 et al             8                   8.00                1.00                1.00                
location35630 et al             0                   0                   n/a                 n/a                 
location35675 et al             9                   9.00                1.00                1.00                
location35722 et al             7                   7.00                1.00                1.00                
location35743 et al             3                   3.00                1.00                1.00                
location35765 et al             5                   5.00                1.00                1.00                
location3577 et al              6                   6.00                1.00                1.00                
location35812 et al             9                   9.00                1.00                1.00                
location35857 et al             4                   4.00                1.00                1.00                
location35904 et al             10                  10.00               1.00                1.00                
location35950 et al             16                  16.00               1.00                1.00                
location35997 et al             13                  13.00               1.00                1.00                
location36044 et al             8                   8.00                1.00                1.00                
location36091 et al             0                   0                   n/a                 n/a                 
location36102 et al             3                   3.00                1.00                1.00                
location36115 et al             13                  13.00               1.00                1.00                
location36167 et al             7                   7.00                1.00                1.00                
location36218 et al             6                   6.00                1.00                1.00                
location36267 et al             5                   5.00                1.00                1.00                
location3627 et al              0                   0                   n/a                 n/a                 
location36317 et al             2                   2.00                1.00                1.00                
location3635 et al              11                  11.00               1.00                1.00                
location36368 et al             9                   9.00                1.00                1.00                
location36416 et al             2                   2.00                1.00                1.00                
location36466 et al             0                   0                   n/a                 n/a                 
location36514 et al             5                   5.00                1.00                1.00                
location36565 et al             3                   3.00                1.00                1.00                
location36619 et al             5                   5.00                1.00                1.00                
location36669 et al             6                   6.00                1.00                1.00                
location36717 et al             5                   5.00                1.00                1.00                
location36744 et al             13                  13.00               1.00                1.00                
location36794 et al             10                  10.00               1.00                1.00                
location36842 et al             1                   1.00                1.00                1.00                
location3685 et al              1                   1.00                1.00                1.00                
location3687 et al              11                  11.00               1.00                1.00                
location36893 et al             1                   1.00                1.00                1.00                
location36943 et al             2                   2.00                1.00                1.00                
location36991 et al             6                   6.00                1.00                1.00                
location37022 et al             6                   6.00                1.00                1.00                
location37072 et al             11                  11.00               1.00                1.00                
location37123 et al             9                   9.00                1.00                1.00                
location37168 et al             7                   7.00                1.00                1.00                
location37215 et al             3                   3.00                1.00                1.00                
location37265 et al             0                   0                   n/a                 n/a                 
location37312 et al             2                   2.00                1.00                1.00                
location3735 et al              3                   3.00                1.00                1.00                
location37363 et al             9                   9.00                1.00                1.00                
location37411 et al             0                   0                   n/a                 n/a                 
location37459 et al             0                   0                   n/a                 n/a                 
location37466 et al             1                   1.00                1.00                1.00                
location375 et al               28                  28.00               1.00                1.00                
location37517 et al             6                   6.00                1.00                1.00                
location37567 et al             23                  23.00               1.00                1.00                
location37617 et al             13                  13.00               1.00                1.00                
location37664 et al             3                   3.00                1.00                1.00                
location37671 et al             8                   8.00                1.00                1.00                
location37721 et al             6                   6.00                1.00                1.00                
location37768 et al             9                   9.00                1.00                1.00                
location37818 et al             7                   7.00                1.00                1.00                
location3785 et al              15                  15.00               1.00                1.00                
location37865 et al             2                   2.00                1.00                1.00                
location37913 et al             4                   4.00                1.00                1.00                
location37963 et al             7                   7.00                1.00                1.00                
location37988 et al             6                   6.00                1.00                1.00                
location38035 et al             23                  23.00               1.00                1.00                
location38085 et al             11                  11.00               1.00                1.00                
location38136 et al             6                   6.00                1.00                1.00                
location38224 et al             7                   7.00                1.00                1.00                
location38272 et al             1                   1.00                1.00                1.00                
location38318 et al             14                  14.00               1.00                1.00                
location3835 et al              7                   7.00                1.00                1.00                
location38368 et al             2                   2.00                1.00                1.00                
location38418 et al             6                   6.00                1.00                1.00                
location38466 et al             4                   4.00                1.00                1.00                
location38513 et al             8                   8.00                1.00                1.00                
location38561 et al             3                   3.00                1.00                1.00                
location38609 et al             5                   5.00                1.00                1.00                
location38658 et al             1                   1.00                1.00                1.00                
location38663 et al             10                  10.00               1.00                1.00                
location38713 et al             6                   6.00                1.00                1.00                
location38761 et al             6                   6.00                1.00                1.00                
location38810 et al             3                   3.00                1.00                1.00                
location3885 et al              2                   2.00                1.00                1.00                
location38857 et al             5                   5.00                1.00                1.00                
location38907 et al             3                   3.00                1.00                1.00                
location38955 et al             1                   1.00                1.00                1.00                
location39003 et al             8                   8.00                1.00                1.00                
location39055 et al             4                   4.00                1.00                1.00                
location39101 et al             7                   7.00                1.00                1.00                
location39149 et al             3                   3.00                1.00                1.00                
location39196 et al             12                  12.00               1.00                1.00                
location39244 et al             0                   0                   n/a                 n/a                 
location39292 et al             3                   3.00                1.00                1.00                
location39340 et al             8                   8.00                1.00                1.00                
location39345 et al             12                  12.00               1.00                1.00                
location3935 et al              3                   3.00                1.00                1.00                
location3937 et al              1                   1.00                1.00                1.00                
location39391 et al             1                   1.00                1.00                1.00                
location39438 et al             8                   8.00                1.00                1.00                
location39488 et al             3                   3.00                1.00                1.00                
location39538 et al             0                   0                   n/a                 n/a                 
location39588 et al             7                   7.00                1.00                1.00                
location39638 et al             2                   2.00                1.00                1.00                
location39686 et al             11                  11.00               1.00                1.00                
location39734 et al             11                  11.00               1.00                1.00                
location39782 et al             1                   1.00                1.00                1.00                
location39832 et al             0                   0                   n/a                 n/a                 
location3986 et al              14                  14.00               1.00                1.00                
location39878 et al             1                   1.00                1.00                1.00                
location39926 et al             6                   6.00                1.00                1.00                
location39976 et al             4                   4.00                1.00                1.00                
location39996 et al             3                   3.00                1.00                1.00                
location39999 et al             4                   4.00                1.00                1.00                
location40042 et al             10                  10.00               1.00                1.00                
location40085 et al             2                   2.00                1.00                1.00                
location40133 et al             3                   3.00                1.00                1.00                
location40166 et al             6                   6.00                1.00                1.00                
location40218 et al             9                   9.00                1.00                1.00                
location40268 et al             6                   6.00                1.00                1.00                
location40315 et al             10                  10.00               1.00                1.00                
location4036 et al              9                   9.00                1.00                1.00                
location40361 et al             3                   3.00                1.00                1.00                
location40409 et al             11                  11.00               1.00                1.00                
location40459 et al             3                   3.00                1.00                1.00                
location40507 et al             1                   1.00                1.00                1.00                
location40557 et al             2                   2.00                1.00                1.00                
location40607 et al             13                  13.00               1.00                1.00                
location40655 et al             13                  13.00               1.00                1.00                
location40702 et al             13                  13.00               1.00                1.00                
location40703 et al             3                   3.00                1.00                1.00                
location40753 et al             2                   2.00                1.00                1.00                
location40801 et al             4                   4.00                1.00                1.00                
location4084 et al              8                   8.00                1.00                1.00                
location40851 et al             5                   5.00                1.00                1.00                
location40897 et al             3                   3.00                1.00                1.00                
location40947 et al             8                   8.00                1.00                1.00                
location40994 et al             5                   5.00                1.00                1.00                
location41042 et al             8                   8.00                1.00                1.00                
location41090 et al             3                   3.00                1.00                1.00                
location41107 et al             1                   1.00                1.00                1.00                
location41154 et al             15                  15.00               1.00                1.00                
location41204 et al             7                   7.00                1.00                1.00                
location41252 et al             1                   1.00                1.00                1.00                
location4130 et al              5                   5.00                1.00                1.00                
location41302 et al             5                   5.00                1.00                1.00                
location41350 et al             11                  11.00               1.00                1.00                
location41398 et al             4                   4.00                1.00                1.00                
location41448 et al             4                   4.00                1.00                1.00                
location41498 et al             7                   7.00                1.00                1.00                
location41544 et al             1                   1.00                1.00                1.00                
location41594 et al             12                  12.00               1.00                1.00                
location41644 et al             3                   3.00                1.00                1.00                
location41650 et al             1                   1.00                1.00                1.00                
location41695 et al             5                   5.00                1.00                1.00                
location41707 et al             5                   5.00                1.00                1.00                
location41753 et al             9                   9.00                1.00                1.00                
location4176 et al              6                   6.00                1.00                1.00                
